log_id,time,level,ms_id,message
125,2018-06-24 08:42:04.718,WARNING,0873e8a7-108e-456e-a564-d7a7131e9fcb, stevedore.named  Could not load build_instance 
126,2018-06-24 08:42:05.057,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU "
127,2018-06-24 08:42:05.058,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   Total memory: 128524 MB, used: 58880.00 MB "
128,2018-06-24 08:42:05.058,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   memory limit: 192786.00 MB, free: 133906.00 MB "
129,2018-06-24 08:42:05.059,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   Total disk: 2232 GB, used: 670.00 GB "
130,2018-06-24 08:42:05.060,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   disk limit: 2232.00 GB, free: 1562.00 GB "
131,2018-06-24 08:42:05.060,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   Total vcpu: 40 VCPU, used: 37.00 VCPU "
132,2018-06-24 08:42:05.061,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb," nova.compute.claims   vcpu limit: 640.00 VCPU, free: 603.00 VCPU "
133,2018-06-24 08:42:05.063,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.compute.claims   Claim successful 
134,2018-06-24 08:42:05.269,WARNING,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.scheduler.client.report  Unable to refresh my resource provider record 
135,2018-06-24 08:42:05.461,WARNING,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.scheduler.client.report  Unable to refresh my resource provider record 
136,2018-06-24 08:42:05.776,INFO,0873e8a7-108e-456e-a564-d7a7131e9fcb, nova.virt.libvirt.driver   Creating image 
137,2018-06-24 08:42:06.990,WARNING,0873e8a7-108e-456e-a564-d7a7131e9fcb, stevedore.named  Could not load instance_network_info 
138,2018-06-24 08:42:08.840,INFO,eff46a4d-ce16-4496-93fa-03838a530da2, nova.api.openstack.compute.server_external_events  Creating event network-changed:None for instance  
