time,deploy_id,service,component,event_id,level,ip,log_txt
2018-10-23 09:44:03.002,59442,cf-pdman,cf-pdman,53,INFO,192.169.7.98,"2018-10-23 09:44:03.002 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) _configure_property(module, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.002,59442,cf-pdman,cf-pdman,54,INFO,192.169.7.98,"2018-10-23 09:44:03.002 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) _configure_property(roles, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.003,59442,cf-pdman,cf-pdman,55,INFO,192.169.7.98,"2018-10-23 09:44:03.003 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) _configure_property(node, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.003,59442,cf-pdman,cf-pdman,16,INFO,192.169.7.98,"2018-10-23 09:44:03.003 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) _configure_property(timestamp, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.004,59442,cf-pdman,cf-pdman,56,INFO,192.169.7.98,"2018-10-23 09:44:03.004 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<monitor>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.004,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.004 INFO  sqlalchemy.orm.mapper.Mapper (Monitor|monitor) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.008,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.008 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.009,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.009 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.009,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.009 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.010,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.010 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.010,59442,cf-pdman,cf-pdman,57,INFO,192.169.7.98,"2018-10-23 09:44:03.010 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(scenerio_type, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.010,59442,cf-pdman,cf-pdman,58,INFO,192.169.7.98,"2018-10-23 09:44:03.010 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(scale, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.011,59442,cf-pdman,cf-pdman,13,INFO,192.169.7.98,"2018-10-23 09:44:03.011 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(deploy_progress, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.011,59442,cf-pdman,cf-pdman,15,INFO,192.169.7.98,"2018-10-23 09:44:03.011 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(deploy_info, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.012,59442,cf-pdman,cf-pdman,59,INFO,192.169.7.98,"2018-10-23 09:44:03.012 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(deploy_detail, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.012,59442,cf-pdman,cf-pdman,60,INFO,192.169.7.98,"2018-10-23 09:44:03.012 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(last_error, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.013,59442,cf-pdman,cf-pdman,61,INFO,192.169.7.98,"2018-10-23 09:44:03.013 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(error_time, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.013,59442,cf-pdman,cf-pdman,62,INFO,192.169.7.98,"2018-10-23 09:44:03.013 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(reservation, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.014,59442,cf-pdman,cf-pdman,63,INFO,192.169.7.98,"2018-10-23 09:44:03.014 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(running_module, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.014,59442,cf-pdman,cf-pdman,64,INFO,192.169.7.98,"2018-10-23 09:44:03.014 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(ha_enabled, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.014,59442,cf-pdman,cf-pdman,43,INFO,192.169.7.98,"2018-10-23 09:44:03.014 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(all_in_one, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.015,59442,cf-pdman,cf-pdman,65,INFO,192.169.7.98,"2018-10-23 09:44:03.015 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(op_service_ip, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.015,59442,cf-pdman,cf-pdman,66,INFO,192.169.7.98,"2018-10-23 09:44:03.015 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(g_TaskDataList, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.016,59442,cf-pdman,cf-pdman,67,INFO,192.169.7.98,"2018-10-23 09:44:03.016 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(offline, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.016,59442,cf-pdman,cf-pdman,68,INFO,192.169.7.98,"2018-10-23 09:44:03.016 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(use_elk, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.017,59442,cf-pdman,cf-pdman,69,INFO,192.169.7.98,"2018-10-23 09:44:03.017 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(sync_list, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.017,59442,cf-pdman,cf-pdman,70,INFO,192.169.7.98,"2018-10-23 09:44:03.017 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(suspend, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.018,59442,cf-pdman,cf-pdman,71,INFO,192.169.7.98,"2018-10-23 09:44:03.018 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(warnings, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.018,59442,cf-pdman,cf-pdman,72,INFO,192.169.7.98,"2018-10-23 09:44:03.018 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) _configure_property(heartbeat, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.019,59442,cf-pdman,cf-pdman,73,INFO,192.169.7.98,"2018-10-23 09:44:03.019 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<deploy>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.019,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.019 INFO  sqlalchemy.orm.mapper.Mapper (Deploy|deploy) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.022,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.022 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.022,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.022 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.023,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.023 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.023,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.023 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.024,59442,cf-pdman,cf-pdman,74,INFO,192.169.7.98,"2018-10-23 09:44:03.024 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(jobDn, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.024,59442,cf-pdman,cf-pdman,75,INFO,192.169.7.98,"2018-10-23 09:44:03.024 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(type, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.024,59442,cf-pdman,cf-pdman,11,INFO,192.169.7.98,"2018-10-23 09:44:03.024 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(state, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.025,59442,cf-pdman,cf-pdman,76,INFO,192.169.7.98,"2018-10-23 09:44:03.025 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(progress, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.025,59442,cf-pdman,cf-pdman,77,INFO,192.169.7.98,"2018-10-23 09:44:03.025 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(storage, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.026,59442,cf-pdman,cf-pdman,18,INFO,192.169.7.98,"2018-10-23 09:44:03.026 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) _configure_property(try_times, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.026,59442,cf-pdman,cf-pdman,78,INFO,192.169.7.98,"2018-10-23 09:44:03.026 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<backup>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.027,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.027 INFO  sqlalchemy.orm.mapper.Mapper (Backup|backup) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.029,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.029 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.030,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.030 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.030,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.030 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.031,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.031 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.031,59442,cf-pdman,cf-pdman,8,INFO,192.169.7.98,"2018-10-23 09:44:03.031 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(name, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.032,59442,cf-pdman,cf-pdman,75,INFO,192.169.7.98,"2018-10-23 09:44:03.032 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(type, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.032,59442,cf-pdman,cf-pdman,11,INFO,192.169.7.98,"2018-10-23 09:44:03.032 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) _configure_property(state, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.033,59442,cf-pdman,cf-pdman,79,INFO,192.169.7.98,"2018-10-23 09:44:03.033 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<psmtransaction>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.033,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.033 INFO  sqlalchemy.orm.mapper.Mapper (PsmTransaction|psmtransaction) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.036,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.036 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.036,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.036 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.037,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.037 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.037,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.037 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.038,59442,cf-pdman,cf-pdman,8,INFO,192.169.7.98,"2018-10-23 09:44:03.038 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(name, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.038,59442,cf-pdman,cf-pdman,80,INFO,192.169.7.98,"2018-10-23 09:44:03.038 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(vertype, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.038,59442,cf-pdman,cf-pdman,51,INFO,192.169.7.98,"2018-10-23 09:44:03.038 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(version, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.039,59442,cf-pdman,cf-pdman,81,INFO,192.169.7.98,"2018-10-23 09:44:03.039 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(domain, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.039,59442,cf-pdman,cf-pdman,82,INFO,192.169.7.98,"2018-10-23 09:44:03.039 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(parameters, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.040,59442,cf-pdman,cf-pdman,83,INFO,192.169.7.98,"2018-10-23 09:44:03.040 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(depend, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.040,59442,cf-pdman,cf-pdman,84,INFO,192.169.7.98,"2018-10-23 09:44:03.040 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) _configure_property(plugins, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.041,59442,cf-pdman,cf-pdman,85,INFO,192.169.7.98,"2018-10-23 09:44:03.041 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<psmcomponents>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.041,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.041 INFO  sqlalchemy.orm.mapper.Mapper (PsmComponent|psmcomponents) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.044,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.044 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.044,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.044 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.044,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.044 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.045,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.045 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.045,59442,cf-pdman,cf-pdman,8,INFO,192.169.7.98,"2018-10-23 09:44:03.045 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(name, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.046,59442,cf-pdman,cf-pdman,86,INFO,192.169.7.98,"2018-10-23 09:44:03.046 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(parent_domain, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.046,59442,cf-pdman,cf-pdman,82,INFO,192.169.7.98,"2018-10-23 09:44:03.046 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) _configure_property(parameters, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.047,59442,cf-pdman,cf-pdman,87,INFO,192.169.7.98,"2018-10-23 09:44:03.047 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<psmdomains>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.047,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.047 INFO  sqlalchemy.orm.mapper.Mapper (PsmDomain|psmdomains) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.050,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.050 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.050,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.050 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.051,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.051 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.051,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.051 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.051,59442,cf-pdman,cf-pdman,8,INFO,192.169.7.98,"2018-10-23 09:44:03.051 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(name, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.052,59442,cf-pdman,cf-pdman,88,INFO,192.169.7.98,"2018-10-23 09:44:03.052 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(manager, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.052,59442,cf-pdman,cf-pdman,89,INFO,192.169.7.98,"2018-10-23 09:44:03.052 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(domains, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.053,59442,cf-pdman,cf-pdman,90,INFO,192.169.7.98,"2018-10-23 09:44:03.053 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(components, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.053,59442,cf-pdman,cf-pdman,82,INFO,192.169.7.98,"2018-10-23 09:44:03.053 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) _configure_property(parameters, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.054,59442,cf-pdman,cf-pdman,91,INFO,192.169.7.98,"2018-10-23 09:44:03.054 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<psmroles>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.054,59442,cf-pdman,cf-pdman,22,INFO,192.169.7.98,"2018-10-23 09:44:03.054 INFO  sqlalchemy.orm.mapper.Mapper (PsmRole|psmroles) constructed req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.057,59442,cf-pdman,cf-pdman,5,INFO,192.169.7.98,"2018-10-23 09:44:03.057 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(created_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.057,59442,cf-pdman,cf-pdman,6,INFO,192.169.7.98,"2018-10-23 09:44:03.057 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(updated_at, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.058,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.058 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(id, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.058,59442,cf-pdman,cf-pdman,7,INFO,192.169.7.98,"2018-10-23 09:44:03.058 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(uuid, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.058,59442,cf-pdman,cf-pdman,8,INFO,192.169.7.98,"2018-10-23 09:44:03.058 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(name, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.059,59442,cf-pdman,cf-pdman,92,INFO,192.169.7.98,"2018-10-23 09:44:03.059 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(number, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.059,59442,cf-pdman,cf-pdman,54,INFO,192.169.7.98,"2018-10-23 09:44:03.059 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(roles, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.060,59442,cf-pdman,cf-pdman,10,INFO,192.169.7.98,"2018-10-23 09:44:03.060 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(nodepool, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.060,59442,cf-pdman,cf-pdman,82,INFO,192.169.7.98,"2018-10-23 09:44:03.060 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) _configure_property(parameters, Column) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
2018-10-23 09:44:03.061,59442,cf-pdman,cf-pdman,93,INFO,192.169.7.98,"2018-10-23 09:44:03.061 INFO  sqlalchemy.orm.mapper.Mapper (PsmNodegroup|psmnodegroups) Identified primary key columns: ColumnSet([Column('id', Integer(), table=<psmnodegroups>, primary_key=True, nullable=False)]) req-15f72d4a-b9cf-4692-8454-fe34389e3a6e 
"
